detection_id,zone_id,image,row,col,confidence,x1,y1,x2,y2,center_x,center_y,latitude,longitude,nearest_SUP_ID,nearest_ANFR_latitude,nearest_ANFR_longitude,nearest_ANFR_distance_m,nearest_ANFR_nature,nearest_ANFR_height
1,dense,dense_r00_c00.jpg,0,0,0.39524519443511963,158.17117309570312,393.51434326171875,346.5146789550781,659.9935913085938,252.34292602539062,526.7539672851562,48.80109240475231,2.1238115687174286,835052,48.80111111111111,2.1238888888888887,6.032962808355917,Immeuble,23
2,dense,dense_r00_c00.jpg,0,0,0.2352113127708435,337.137451171875,0.0,526.6990966796875,281.94488525390625,431.91827392578125,140.97244262695312,48.80177396201152,2.1242932273344195,835052,48.80111111111111,2.1238888888888887,79.43258164925709,Immeuble,23
3,dense,dense_r00_c00.jpg,0,0,0.1971171796321869,593.19921875,587.13232421875,776.948486328125,723.7049560546875,685.0738525390625,655.4186401367188,48.80086509180259,2.1249722435095464,835052,48.80111111111111,2.1238888888888887,83.92998616090769,Immeuble,23
4,dense,dense_r00_c00.jpg,0,0,0.18911631405353546,391.85595703125,404.9384765625,512.1273193359375,472.191162109375,451.99163818359375,438.5648193359375,48.80124820865983,2.124347068292991,835052,48.80111111111111,2.1238888888888887,36.8580163954926,Immeuble,23
5,dense,dense_r00_c00.jpg,0,0,0.15116342902183533,159.4339599609375,61.1956787109375,361.42999267578125,221.69845581054688,260.4319763183594,141.4470672607422,48.80177312350152,2.1238332652410463,835052,48.80111111111111,2.1238888888888887,73.72516606581081,Immeuble,23
6,dense,dense_r00_c00.jpg,0,0,0.12663762271404266,732.6058349609375,673.6746826171875,846.4036865234375,844.8265380859375,789.5047607421875,759.2506103515625,48.80068165024443,2.1252523490329622,835052,48.80111111111111,2.1238888888888887,110.69277371012198,Immeuble,23
7,dense,dense_r00_c00.jpg,0,0,0.1259809285402298,846.2247314453125,638.3634033203125,1024.0,1024.0,935.1123657226562,831.1817016601562,48.80055456807228,2.1256428990636778,835052,48.80111111111111,2.1238888888888887,142.59549148302975,Immeuble,23
8,dense,dense_r00_c00.jpg,0,0,0.08066671341657639,532.1865844726562,739.60546875,688.0385131835938,941.72021484375,610.112548828125,840.662841796875,48.800537817518524,2.124771181624965,835052,48.80111111111111,2.1238888888888887,90.77209397255929,Immeuble,23
9,dense,dense_r00_c00.jpg,0,0,0.06949658691883087,244.58676147460938,392.4870910644531,476.8421936035156,671.877197265625,360.7144775390625,532.1821441650391,48.80108281476778,2.1241022438698565,835052,48.80111111111111,2.1238888888888887,15.940044428459368,Immeuble,23
10,dense,dense_r00_c00.jpg,0,0,0.061681412160396576,360.8904113769531,640.041748046875,465.8393249511719,717.66552734375,413.3648681640625,678.8536376953125,48.80082368888622,2.1242434632222285,835052,48.80111111111111,2.1238888888888887,41.180791026371125,Immeuble,23
11,dense,dense_r00_c01.jpg,0,1,0.5824465155601501,502.042236328125,581.0244140625,679.2431640625,788.48486328125,590.6427001953125,684.754638671875,48.800813263505304,2.1274655414526933,2284920,48.8,2.1286111111111112,123.35996505927616,Bâtiment,"14,7"
12,dense,dense_r00_c01.jpg,0,1,0.4892931282520294,33.98679733276367,398.3475341796875,49.23969650268555,413.407470703125,41.61324691772461,405.87750244140625,48.80130595727149,2.1259929297036706,835052,48.80111111111111,2.1238888888888887,155.61820539284508,Immeuble,23
13,dense,dense_r00_c01.jpg,0,1,0.11240594834089279,723.25439453125,425.0784912109375,1022.7626953125,674.4271240234375,873.008544921875,549.7528076171875,48.801051772585055,2.1282229056669166,305789,48.80166666666666,2.1286111111111112,74.0493426876973,Immeuble,16
14,dense,dense_r00_c01.jpg,0,1,0.05962810665369034,638.769775390625,877.3165893554688,751.919189453125,951.6349487304688,695.344482421875,914.4757690429688,48.80040741028895,2.1277463735168567,2284920,48.8,2.1286111111111112,77.86969382998257,Bâtiment,"14,7"
15,dense,dense_r00_c01.jpg,0,1,0.054435212165117264,535.5682373046875,323.02099609375,831.2296142578125,598.7442626953125,683.39892578125,460.88262939453125,48.80120877979516,2.1277143330371473,305789,48.80166666666666,2.1286111111111112,83.10408345575904,Immeuble,16
16,dense,dense_r00_c01.jpg,0,1,0.051614243537187576,15.741706848144531,386.7625732421875,33.21156311035156,412.591552734375,24.476634979248047,399.67706298828125,48.801316911566886,2.1259469657286445,835052,48.80111111111111,2.1238888888888887,152.46330119856577,Immeuble,23
17,dense,dense_r00_c02.jpg,0,2,0.7614264488220215,405.61529541015625,270.54052734375,662.6965942382812,659.349853515625,534.1559448242188,464.9451904296875,48.80120160246712,2.130060614199465,3290346,48.80138888888889,2.13,21.293263175441695,Monument historique,45
18,dense,dense_r00_c02.jpg,0,2,0.5324925780296326,363.29193115234375,884.843994140625,613.9813232421875,1024.0,488.6366271972656,954.4219970703125,48.800336836101465,2.129938521875374,2284920,48.8,2.1286111111111112,104.1883029400155,Bâtiment,"14,7"
19,dense,dense_r00_c02.jpg,0,2,0.521504819393158,0.0,0.0,236.920166015625,385.85455322265625,118.4600830078125,192.92727661132812,48.801682174344656,2.1289456310114474,305789,48.80166666666666,2.1286111111111112,24.56103947843305,Immeuble,16
20,dense,dense_r00_c02.jpg,0,2,0.28887730836868286,372.735107421875,275.81793212890625,565.557373046875,567.6868896484375,469.146240234375,421.7524108886719,48.80127791111358,2.1298862445837585,3290346,48.80138888888889,2.13,14.889431113514625,Monument historique,45
21,dense,dense_r00_c02.jpg,0,2,0.207519993185997,654.5453491210938,436.8387451171875,922.4263305664062,745.15185546875,788.48583984375,590.9953002929688,48.800978909182724,2.130742780136643,3290346,48.80138888888889,2.13,70.97773011925955,Monument historique,45
22,dense,dense_r00_c02.jpg,0,2,0.06444964557886124,519.5377197265625,679.4041748046875,710.0982666015625,878.0765380859375,614.8179931640625,778.7403564453125,48.80064721733183,2.1302769666726817,3290346,48.80138888888889,2.13,84.9284326919735,Monument historique,45
23,dense,dense_r00_c03.jpg,0,3,0.5302276015281677,333.142578125,574.022705078125,443.160400390625,662.615966796875,388.1514892578125,618.3193359375,48.80093063555818,2.13241558176378,2865412,48.8,2.1344444444444446,181.0803902152361,Bâtiment,4
24,dense,dense_r00_c03.jpg,0,3,0.41811859607696533,734.8767700195312,93.16504669189453,937.9856567382812,215.0396728515625,836.4312133789062,154.10235977172852,48.801750765639895,2.1336179616810114,3004738,48.80305555555555,2.1341666666666668,150.54898563318685,Immeuble,"24,7"
25,dense,dense_r00_c03.jpg,0,3,0.11872751265764236,738.735107421875,702.6666259765625,1024.0,1024.0,881.3675537109375,863.3333129882812,48.80049776504008,2.133738490338146,2865412,48.8,2.1344444444444446,75.74312274984116,Bâtiment,4
26,dense,dense_r00_c03.jpg,0,3,0.07235226780176163,570.4131469726562,577.3856811523438,861.2666625976562,696.2005004882812,715.8399047851562,636.7930908203125,48.800897997779565,2.1332945105859835,2865412,48.8,2.1344444444444446,130.63028417908322,Bâtiment,4
27,dense,dense_r00_c03.jpg,0,3,0.05954984202980995,500.5651550292969,799.7581787109375,621.079345703125,982.2279052734375,560.8222503662109,890.9930419921875,48.80044889787392,2.1328787208358335,2865412,48.8,2.1344444444444446,125.07011634170016,Bâtiment,4
28,dense,dense_r00_c03.jpg,0,3,0.057914573699235916,738.42822265625,3.054901123046875,984.3709716796875,221.17312622070312,861.3995971679688,112.114013671875,48.801824945604174,2.1336849321050977,3004738,48.80305555555555,2.1341666666666668,141.3131066474237,Immeuble,"24,7"
29,dense,dense_r00_c03.jpg,0,3,0.05655670911073685,644.0009765625,900.959228515625,800.145263671875,1001.36279296875,722.0731201171875,951.1610107421875,48.80034259738659,2.133311229372339,2865412,48.8,2.1344444444444446,91.3247499606425,Bâtiment,4
30,dense,dense_r00_c03.jpg,0,3,0.05556314066052437,104.99188232421875,216.3905029296875,140.67575073242188,265.25396728515625,122.83381652832031,240.82223510742188,48.80159755903771,2.131703944310175,3290346,48.80138888888889,2.13,126.93701322336122,Monument historique,45
31,dense,dense_r00_c03.jpg,0,3,0.052348535507917404,701.7532958984375,446.13873291015625,721.5377197265625,472.8673095703125,711.6455078125,459.5030212402344,48.80121121714915,2.1332832603366114,2865412,48.8,2.1344444444444446,159.28644854134356,Bâtiment,4
32,dense,dense_r00_c03.jpg,0,3,0.05064263939857483,899.9744873046875,0.0,1024.0,285.6980895996094,961.9872436523438,142.8490447998047,48.801770646655285,2.133954729197285,3004738,48.80305555555555,2.1341666666666668,143.71625109703126,Immeuble,"24,7"
33,dense,dense_r00_c04.jpg,0,4,0.17440615594387054,867.4110107421875,363.1656799316406,1024.0,680.1607666015625,945.7055053710938,521.6632232666016,48.80110139859101,2.136657640203339,2865412,48.8,2.1344444444444446,203.1628283439199,Bâtiment,4
34,dense,dense_r00_c04.jpg,0,4,0.16730019450187683,447.3023986816406,385.7733154296875,760.7015380859375,574.9149169921875,604.0019683837891,480.3441162109375,48.801174397170136,2.135741119896011,2865412,48.8,2.1344444444444446,161.47001544733612,Bâtiment,4
35,dense,dense_r00_c04.jpg,0,4,0.1079193726181984,840.0155639648438,630.088623046875,853.3245239257812,645.5908203125,846.6700439453125,637.8397216796875,48.80089614868507,2.1363920063959085,2865412,48.8,2.1344444444444446,174.002634870888,Bâtiment,4
