image_source,rang,confidence,iou_avec_gt,x1,y1,x2,y2,crop,type_erreur,garder_comme_hard_negative,commentaire
support_1306136.jpg,1,0.030830662697553635,0.0,298.03546142578125,602.4300537109375,449.6529541015625,757.5426025390625,support_1306136__fp01__conf0.031.jpg,,,
support_170960.jpg,1,0.031585801392793655,0.009461419944994253,394.0828857421875,570.5123291015625,545.1919555664062,724.9044189453125,support_170960__fp01__conf0.032.jpg,,,
support_170960.jpg,2,0.03148835524916649,0.08224662315603355,394.0281982421875,538.6021728515625,545.3408203125,693.3026123046875,support_170960__fp02__conf0.031.jpg,,,
support_170960.jpg,3,0.031317055225372314,0.005658230337474861,361.99383544921875,570.3936767578125,513.6019287109375,725.3785400390625,support_170960__fp03__conf0.031.jpg,,,
support_170960.jpg,4,0.031287699937820435,0.046605199426917286,362.01220703125,538.5372314453125,513.616943359375,693.6214599609375,support_170960__fp04__conf0.031.jpg,,,
support_170960.jpg,5,0.031090665608644485,0.013598882190028996,425.93975830078125,570.466796875,577.3056030273438,724.988037109375,support_170960__fp05__conf0.031.jpg,,,
support_2725130.jpg,1,0.03455595672130585,0.0,330.9521484375,347.4862060546875,479.13037109375,498.59503173828125,support_2725130__fp01__conf0.035.jpg,,,
support_2725130.jpg,2,0.034424059092998505,0.0,330.7783203125,315.25347900390625,479.568359375,467.14801025390625,support_2725130__fp02__conf0.034.jpg,,,
support_2725130.jpg,3,0.034276485443115234,0.0,298.74310302734375,347.25079345703125,447.566650390625,498.93096923828125,support_2725130__fp03__conf0.034.jpg,,,
support_2725130.jpg,4,0.03425601124763489,0.0,298.70452880859375,379.24078369140625,447.51739501953125,530.7703247070312,support_2725130__fp04__conf0.034.jpg,,,
support_2725130.jpg,5,0.03424271568655968,0.0,330.87554931640625,379.4073486328125,479.12725830078125,530.36767578125,support_2725130__fp05__conf0.034.jpg,,,
support_3302170.jpg,1,0.03835367038846016,0.04881503531073018,524.9623413085938,316.8800964355469,668.0137329101562,462.9913635253906,support_3302170__fp01__conf0.038.jpg,,,
support_3302170.jpg,2,0.038321640342473984,0.0318935047194169,557.27001953125,317.03228759765625,699.817138671875,462.7955322265625,support_3302170__fp02__conf0.038.jpg,,,
support_3302170.jpg,3,0.038109712302684784,0.0,524.6549072265625,284.66168212890625,668.2154541015625,431.1580810546875,support_3302170__fp03__conf0.038.jpg,,,
support_3302170.jpg,4,0.03808118775486946,0.0932853148768524,525.2636108398438,508.9913635253906,667.7704467773438,654.3914794921875,support_3302170__fp04__conf0.038.jpg,,,
support_3302170.jpg,5,0.03807079419493675,0.0,556.9393310546875,284.8035888671875,699.9959716796875,430.8961181640625,support_3302170__fp05__conf0.038.jpg,,,
support_3302172.jpg,1,0.036459460854530334,0.09037425993886875,363.92498779296875,572.0331420898438,509.56134033203125,720.7772827148438,support_3302172__fp01__conf0.036.jpg,,,
support_3302172.jpg,2,0.03642432391643524,0.09013124075876128,396.04290771484375,572.1204223632812,541.3786010742188,720.6821899414062,support_3302172__fp02__conf0.036.jpg,,,
support_3302172.jpg,3,0.036368317902088165,0.06314809395208572,428.47833251953125,604.3590087890625,572.9443969726562,752.1712646484375,support_3302172__fp03__conf0.036.jpg,,,
support_3302172.jpg,4,0.03634113445878029,0.0980534121107259,459.46221923828125,347.756103515625,605.8327026367188,496.8399658203125,support_3302172__fp04__conf0.036.jpg,,,
support_3302172.jpg,5,0.036325469613075256,0.09009622049861908,428.07440185546875,572.113525390625,573.3421630859375,720.6724853515625,support_3302172__fp05__conf0.036.jpg,,,
support_553278.jpg,1,0.03268451243638992,0.0,298.2625732421875,442.8211669921875,448.542236328125,596.2119140625,support_553278__fp01__conf0.033.jpg,,,
support_553278.jpg,2,0.03260407969355583,0.0,298.210205078125,474.7682800292969,448.5853271484375,628.20458984375,support_553278__fp02__conf0.033.jpg,,,
support_553278.jpg,3,0.032597556710243225,0.0,298.2303771972656,410.8125,448.6941833496094,564.532470703125,support_553278__fp03__conf0.033.jpg,,,
support_553278.jpg,4,0.032593704760074615,0.0,330.2353820800781,474.82281494140625,480.4444885253906,628.1177368164062,support_553278__fp04__conf0.033.jpg,,,
support_553278.jpg,5,0.0325339250266552,0.0,362.3065185546875,474.828125,512.4370727539062,628.1456298828125,support_553278__fp05__conf0.033.jpg,,,
