SUP_ID,STA_NM_ANFR,NB_STATIONS_ANFR,NAT_ID,NAT_LB_NOM,latitude,longitude,SUP_NM_HAUT,ADR_LB_LIEU,ADR_LB_ADD1,ADR_NM_CP,COM_CD_INSEE
1332894,0780460363,1,23,Pylône autostable,48.722500000000004,1.8911111111111112,12,,Avenue de la Gare (à côté de la gare SNCF),78690,78220
1336569,0780460320,1,23,Pylône autostable,48.82333333333334,1.993888888888889,20,,Allée de la Gare,78340,78165
1345754,0780031196,1,42,Mât,48.987500000000004,1.7680555555555555,11,,ANCIE CHEMIN DE ROUEN A PARIS,78440,78501
1346027,0780460366,1,23,Pylône autostable,48.78138888888889,2.029166666666667,15,,Avenue du Général Leclerc / Bretelle d'accès RN10,78180,78423
1347092,0780031202,1,17,Bâtiment,48.799166666666665,2.1638888888888888,11,,AVENUE DE VERSAILLES,78220,78686
1348901,0780460310,1,23,Pylône autostable,48.7925,2.115555555555556,12,,Avenue Clément Ader,78000,78646
1352134,0780460308,1,23,Pylône autostable,48.79527777777778,2.0574999999999997,25,,69 Boulevard Henri Barbusse,78210,78545
1353312,0782750738,1,17,Bâtiment,48.92722222222222,2.144722222222222,8,,280 AV  GABRIEL PERI - CARREFOUR,78360,78418
1362982,0782750742,1,17,Bâtiment,48.96388888888889,2.0302777777777776,"8,2",,ZAC CETTONS 2,78570,78138
1370988,0780990059,2,38,Immeuble,48.97694444444445,1.6947222222222222,"13,9",,rue des Martinets,78200,78354
1373837,0780031205,1,17,Bâtiment,48.96,1.855,10,,10 RUE GASTON JOUILLERAT,78410,78029
1377797,0782290490,1,38,Immeuble,48.79805555555556,2.125,23,,17 rue Saint Honoré,78000,78646
1378021,0780460367,1,26,Pylône tubulaire,48.77333333333333,2.1483333333333334,25,,Croisement Route des 40 Perches et Rue Charles de Gaulle,78350,78322
1378673,0782290491,1,26,Pylône tubulaire,48.933611111111105,2.1780555555555554,25,,122 Rue de Chanzy,78800,78311
1381467,0780990027,3,38,Immeuble,48.78444444444444,2.2183333333333333,"36,2",,16 AV MORANE SAULNIER,78140,78640
1382543,0780460318,1,23,Pylône autostable,48.815555555555555,1.8775,20,,La Chateleine,78640,78683
1385677,0782700331,2,17,Bâtiment,48.8525,2.0380555555555553,"20,5",La Tuilerie Bignon,r henri frayssineau,78860,78571
1388179,0780460314,1,23,Pylône autostable,48.79611111111111,1.6072222222222223,20,,Chemin Houdan Perdraux,78550,78381
1388420,0782290492,1,26,Pylône tubulaire,48.99472222222222,2.0805555555555557,"28,7",,Station BP les hautes Coutures RN184,78700,78172
1388718,0780990061,1,38,Immeuble,48.794999999999995,2.121111111111111,"21,4",,20 rue du marechal Joffre,78000,78646
1398005,0780460364,1,23,Pylône autostable,48.75888888888889,2.192222222222222,12,Vauboyen,Chemin des Charbonniers,78350,78322
1398007,0780460323,1,23,Pylône autostable,48.764722222222225,2.1641666666666666,12,,Avenue Jean Jaurès,78350,78322
1398009,0780460321,1,17,Bâtiment,48.80722222222222,2.040833333333333,"10,2",,GARE SNCF,78330,78242
1402050,0780460346,1,23,Pylône autostable,48.961111111111116,2.1080555555555556,"25,4",,Route forestière des Pavillons,78100,78551
1404494,0780460302,1,23,Pylône autostable,48.528888888888886,1.9130555555555555,"25,3",La Mare Claire,,78660,78564
1404583,0780460315,1,23,Pylône autostable,48.823055555555555,1.6524999999999999,25,La Vallée des Pièges,,78910,78605
1404732,0780460344,1,23,Pylône autostable,48.9525,2.0830555555555557,"25,4",,CITE DU GRAND CORMIER,78100,78551
1404953,0780460326,1,23,Pylône autostable,48.98222222222223,1.6588888888888889,"20,6",,Route de Mantes,78200,78118
1407576,0780031224,1,17,Bâtiment,48.84111111111111,1.8727777777777779,10,VALLEE DE l'ÂNE,RUE DE FLEUBERT,78650,78062
1407578,0780031225,1,17,Bâtiment,48.83888888888889,1.8494444444444447,2,,CHEM DE CRESSAY,78650,78062
1417609,0780460324,1,23,Pylône autostable,48.880833333333335,1.8752777777777778,25,,Pont de Falaise,78124,78368
1418898,0782700439,1,17,Bâtiment,48.80972222222222,2.133611111111111,"20,6",,"49, Rue du Maréchal Foch",78000,78646
1422902,0780031247,1,17,Bâtiment,48.91111111111111,2.1730555555555555,10,,20 R DES CAILLES,78420,78124
1424707,0780460356,1,23,Pylône autostable,49.007777777777775,2.086388888888889,"20,4",,Chemin Latéral des Belles Hates,78700,78172
1424786,0780230005,4,4,Château d'eau - réservoir,49.05972222222222,1.763611111111111,60,,"61, Grande Rue",78440,78202
1424813,0780230001,1,17,Bâtiment,48.83083333333334,2.118333333333333,12,LE GRAND CHESNAY,22 RUE MOXOURIS,78150,78158
1425100,0780460303,1,23,Pylône autostable,48.48888888888889,1.8866666666666667,"25,3",,La Voix Creuse,78660,78071
1425246,0780460307,1,23,Pylône autostable,48.769444444444446,1.9877777777777779,"32,8",LE RUISSEAU,GARE SNCF,78190,78621
1426638,0782700440,2,19,Monument historique,48.80277777777778,2.1194444444444445,15,Aile du Midi,Rue de l'Indépendance Américaine,78000,78646
1435703,0780990067,2,23,Pylône autostable,48.83166666666667,2.0011111111111113,20,,Av Général de Gaulle/R du Collège,78450,78674
1435887,0780467301,1,10,Tunnel,48.79861111111111,2.1352777777777776,"6,3",,rue de Noailles,78000,78646
1439154,0780990069,1,48,pylône arbre,48.94555555555555,2.1841666666666666,"25,1",,2 rue Leon Jouhaux,78500,78586
1439344,0782750759,1,17,Bâtiment,48.782222222222224,2.0605555555555553,"15,8",,4 R DE LA REDOUTE,78280,78297
1441779,0780031253,1,17,Bâtiment,48.734722222222224,1.8722222222222222,15,,14 RUE DE CHATILLON,78690,78576
1442177,0782290496,1,17,Bâtiment,48.92777777777778,2.1925,"23,4",,13 RUE DE STALINGRAD,78800,78311
1443559,0780990070,3,23,Pylône autostable,48.946666666666665,1.8005555555555557,25,,CHEM RURAL N 54 MARE AUX CHEVAUX,78680,78217
1445160,0780460309,1,23,Pylône autostable,48.79527777777778,2.0925000000000002,30,,Rue Lucien Sergent,78000,78646
1446027,0780460335,1,23,Pylône autostable,48.98972222222222,1.7005555555555556,"25,3",,31 RUE JEAN JAOUEN,78200,78361
1447480,0780990072,2,38,Immeuble,48.89861111111111,2.092777777777778,"26,7",,8 Rue des Bucherons,78100,78551
1447927,0780990073,1,38,Immeuble,48.899166666666666,2.1594444444444445,"20,5",,Allee des Marolles,78400,78146
1450429,0780990074,1,48,pylône arbre,48.865,1.7844444444444443,30,,16 RUE DES BRUYERES,78770,78681
1453966,0782750749,1,17,Bâtiment,48.759166666666665,2.1919444444444443,"8,7",,chemin des Charbonniers,78350,78322
1454946,0780990079,2,23,Pylône autostable,48.97916666666667,1.7805555555555554,30,,Chem de Guitrancourt,78440,78501
1457112,0780990075,3,26,Pylône tubulaire,49.050555555555555,1.6555555555555554,30,,163 Grande Rue,78270,78437
1461819,0780460799,1,23,Pylône autostable,48.54805555555556,1.9258333333333333,52,Sous Ponthévrard,Chemin Rural de Sainte Mesme,78730,78569
1461849,0780460368,1,23,Pylône autostable,48.58444444444444,2.0233333333333334,10,Les Près Hauts,,78730,78349
1461851,0780460301,1,26,Pylône tubulaire,48.566944444444445,1.9877777777777779,12,La Garenne,RD149,78730,78349
1461853,0780460337,1,23,Pylône autostable,48.93472222222222,1.8433333333333335,25,,CHEMIN DES MILLE-SOUPES ,78410,78451
1461855,0780460343,1,23,Pylône autostable,48.93333333333333,2.163333333333333,"20,4",,Rue de l'Ilot,78500,78586
1465161,0780460371,1,23,Pylône autostable,48.83638888888889,1.8830555555555555,12,,Le Bel Air,78640,78550
1465959,0780990082,2,23,Pylône autostable,48.76138888888889,2.1358333333333333,32,,53 R DU TROU SALE,78350,78343
1466261,0780460328,1,23,Pylône autostable,48.96361111111111,1.8138888888888889,20,,ZA de la Couronne des Prés,78680,78217
1466263,0780460353,1,23,Pylône autostable,48.96416666666667,1.7608333333333333,20,,Route Nationale 13,78930,78291
1466265,0780460341,1,23,Pylône autostable,49.03333333333333,1.5569444444444445,25,,Rue de l'Eau,78270,78320
1466267,0780460332,1,23,Pylône autostable,48.865,2.051111111111111,35,,Route de Saint Nom,78620,78224
1466269,0780460334,1,48,pylône arbre,48.86888888888889,2.1122222222222224,20,,Route de Saint Germain,78340,78350
1466271,0780460340,1,23,Pylône autostable,48.941111111111105,2.0580555555555553,20,,AVENUE DE PONTOISE,78300,78498
1466273,0780460342,1,23,Pylône autostable,48.99527777777778,1.646388888888889,25,,CHEMIN DES MARCEAUX,78710,78531
1466277,0780460349,1,23,Pylône autostable,48.92861111111111,2.0141666666666667,25,,CHEMIN DU BORD DE L'EAU,78670,78672
1467318,0780990085,1,26,Pylône tubulaire,48.80027777777777,1.9519444444444445,"25,1",,135 rue des Pechers,78370,78490
1468648,0780990083,5,26,Pylône tubulaire,48.953611111111115,1.5705555555555555,"35,2",la borne d'argent,,78200,78082
1468720,0780990086,5,23,Pylône autostable,48.843611111111116,1.8302777777777777,"32,4",LA GRANDE MARE,CHEMIN DU BRAS DE FER,78770,78034
1468847,0780031292,1,17,Bâtiment,48.75666666666667,1.9280555555555554,18,,1 AVENUE GUTENBERG,78310,78168
1470809,0780990087,1,26,Pylône tubulaire,48.80222222222222,1.9808333333333334,25,,55 RUE PIERRE CURIE,78370,78490
1471811,0782750765,1,38,Immeuble,48.785,2.0652777777777778,12,PARC D'ACTIVITE DES SANGLIERS,1 AV EUGÈNE FREYSSINET,78280,78297
1472346,0782700441,1,10,Tunnel,48.91222222222222,2.1033333333333335,"6,1",Tunnel A14 de St-Germain,Autoroute A 14 sous station M,78100,78551
1473972,0780460365,1,48,pylône arbre,48.990833333333335,1.9927777777777778,20,,Chemin des carrières Binet,78510,78624
1474146,0780460361,4,23,Pylône autostable,48.99805555555556,1.8791666666666667,"35,1",,Rue du Château,78250,78403
1474247,0780990088,2,17,Bâtiment,48.99333333333333,1.9133333333333333,"39,9",,26  AVENUE PAUL RAOULT,78130,78440
1477726,0780460358,1,23,Pylône autostable,48.97,2.0305555555555554,20,,Sentier latéral SUD,78570,78138
1477732,0780460360,1,23,Pylône autostable,49.00611111111111,1.9152777777777776,15,,Rue de la COTE LECUYER,78250,78401
1477752,0780460316,1,23,Pylône autostable,48.822500000000005,1.718888888888889,20,,La Petite Garenne Sud,78910,78053
1478598,0780460359,1,23,Pylône autostable,49.004444444444445,1.9716666666666667,15,LE TEMPLE,Boulevard d'ANGIBOUT,78740,78638
1478909,0780990089,2,23,Pylône autostable,48.96277777777778,1.9302777777777775,30,La Cote,Chemin rural 56 de la Liberté,78130,78140
1478970,0782750768,1,48,pylône arbre,48.99444444444445,1.8141666666666667,15,CIMETIERE RUE DES GROUX,R DES GROUX,78440,78267
1479214,0780220083,2,23,Pylône autostable,48.46888888888889,1.835277777777778,37,Les Carrières,La Fosse Blanche,78660,78472
1485888,0780220085,1,17,Bâtiment,48.99055555555556,1.845277777777778,12,,Allée du Buisson Billault,78820,78327
1486585,0780031342,1,17,Bâtiment,48.900555555555556,2.0700000000000003,12,,5 R PASTEUR,78100,78551
1487759,0780990091,3,38,Immeuble,48.85666666666667,1.9024999999999999,"19,3",,4 R Nouvelle,78650,78062
1490887,0782700443,4,23,Pylône autostable,48.88138888888889,1.971388888888889,"35,4",LES GRAVIERS,CHEMIN DE LA CAVEE,78810,78233
1494071,0780030598,3,17,Bâtiment,48.784166666666664,2.156388888888889,"18,5",,RUE CHARLES DE GAULLE,78350,78322
1495495,0780460369,1,23,Pylône autostable,49.06111111111111,1.524722222222222,20,,CHEMIN DES ECLUSES,78270,78320
1495497,0780460325,1,23,Pylône autostable,49.036944444444444,1.5916666666666668,20,,RUE DES VOIES VACHES,78840,78255
1499177,0780990095,1,31,Silo,48.89694444444444,1.736388888888889,46,LE NOYER À VERT,RD 65,78790,78300
1499461,0782750772,1,17,Bâtiment,48.79972222222222,1.9472222222222222,14,,AV DE STE APPOLINE,78370,78490
1500331,0780460333,1,23,Pylône autostable,48.98277777777778,1.7580555555555555,"20,4",LES POMMIERS RONDS,Avenue du Val,78440,78501
1500369,0780460370,1,32,"Ouvrage d'art (pont, viaduc)",48.82666666666667,1.702222222222222,"9,1",LE MOUTIER,Rue du Clos aux Biches,78910,78465
1502994,0780031354,2,38,Immeuble,48.63,1.8308333333333333,30,,CENTRE DE SECOURS,78120,78517
1505379,0782750774,1,26,Pylône tubulaire,48.78388888888889,2.073055555555556,"31,8",Les Sangliers,CHALLENGER,78280,78297
1505770,0782290498,2,26,Pylône tubulaire,48.802499999999995,1.972777777777778,30,,34B R PIERRE CURIE,78370,78490
1509884,0780031353,3,38,Immeuble,48.93694444444444,2.1347222222222224,15,,5 AV DE LA REPUBLIQUE,78600,78396
1509971,0782750776,1,17,Bâtiment,48.98777777777778,1.9252777777777776,"23,6",,ALLEE DES FOUGERES,78130,78440
1510587,0780460352,1,23,Pylône autostable,48.97527777777778,2.077777777777778,"25,4",,Chemin des Basses Plaines,78260,78005
1511575,0780468302,1,23,Pylône autostable,48.64333333333333,1.8316666666666666,"20,5",,Place Ferdinand Prud'homme,78120,78517
1512648,0780990066,1,26,Pylône tubulaire,49.03638888888889,1.6033333333333335,"31,8",,1 rue des Bouderies,78840,78255
1512924,0780990098,1,26,Pylône tubulaire,48.82972222222222,1.9552777777777777,"26,9",,rue des Freres lumiere,78370,78490
1512926,0780990099,1,26,Pylône tubulaire,48.99333333333333,1.6277777777777778,"26,5",,Rue Jean Jaures,78710,78531
1514287,0780030952,1,38,Immeuble,48.70277777777778,2.071111111111111,7,,2 RUE DITTE,78470,78575
1514735,0780460311,1,17,Bâtiment,48.79611111111111,2.145,"19,2",,Rue JEAN MERMOZ,78000,78646
1515648,0780460313,1,17,Bâtiment,48.80083333333333,2.1802777777777775,"13,5",,64 Avenue GASTON BOISSIER,78220,78686
1515652,0780460329,1,12,Mât métallique,48.86805555555556,2.0766666666666667,22,,CHEMIN DES MERRONERIES,78620,78224
1515654,0780460331,1,23,Pylône autostable,48.98694444444445,1.8955555555555554,20,,Chemin de la Nouvelle FRANCE,78130,78440
1515656,0780460350,1,26,Pylône tubulaire,48.967777777777776,1.9941666666666666,20,,VOIE NOUVELLE,78540,78643
1515660,0780460348,1,17,Bâtiment,48.80972222222222,2.135,"8,8",,"40, Rue du Maréchal FOCH",78000,78646
1517417,0780031389,1,23,Pylône autostable,48.983333333333334,2.1391666666666667,30,,FERME DE FROMANVILLE,78100,78551
1517419,0780031390,1,23,Pylône autostable,48.978611111111114,2.1644444444444444,30,,FERME DE FROMANVILLE,78260,78005
1518228,0780990100,1,38,Immeuble,48.793055555555554,2.035833333333333,"21,1",,3 rue Jean Pierre Timbaud,78180,78423
1519079,0780990103,2,38,Immeuble,48.75,2.065833333333333,"13,5",,2 rue JEAN MERMOZ,78114,78356
1523078,0782290510,1,17,Bâtiment,48.769999999999996,2.0438888888888886,"17,3",,9 Rue Alfred de Vigny,78180,78423
1525172,0782290511,2,20,Monument religieux,48.83361111111111,2.0122222222222224,34,,RUE DE L'EGLISE,78450,78674
1525427,0782750779,1,38,Immeuble,48.99944444444444,1.7422222222222223,"14,4",,ALL DESCARTES,78520,78335
1529803,0780460362,1,48,pylône arbre,48.98916666666667,1.8347222222222224,25,,CHEMIN LATERAL DU PONT LOMBOIS,78820,78327
1534791,0780990105,2,38,Immeuble,48.77916666666667,2.215277777777778,29,,22 av de l'Europe,78140,78640
1536777,0780990106,3,26,Pylône tubulaire,48.91972222222222,1.5955555555555556,26,LE CLOS DE L'EGLISE,STADE DE FOOTBALL LE CLOS DE L'EGLISE,78980,78346
1537543,0780461335,1,12,Mât métallique,48.86472222222223,2.1144444444444446,"25,1",,Rue des Voisins,78430,78350
1537545,0780461375,1,12,Mât métallique,48.80583333333333,2.1780555555555554,10,,RUE DU MARAIS,78220,78686
1537551,0780462375,1,12,Mât métallique,48.805277777777775,2.1566666666666667,22,,7 Rue Saint-Symphorien,78000,78646
1537882,0780461374,1,17,Bâtiment,48.861111111111114,2.1233333333333335,10,,GARE DE  LOUVECIENNES,78430,78350
1538941,0780461329,1,12,Mât métallique,48.87277777777778,2.0872222222222225,22,,Rue du CHANT DES OISEAUX,78160,78372
1540712,0780990108,2,38,Immeuble,48.99861111111111,2.0780555555555558,24,,4 Avenue Vincent Van Gogh,78700,78172
1541572,0782290515,3,38,Immeuble,48.80694444444444,2.147222222222222,24,,14 Boulevard de la republique,78000,78646
1541724,0780990109,1,38,Immeuble,48.971944444444446,2.0344444444444445,32,,39 Place du Béguinage,78570,78138
1543369,0782750781,1,38,Immeuble,48.82194444444445,1.9725000000000001,"15,4",,7 PL NELSON MANDELA,78340,78165
1544308,0782700445,1,10,Tunnel,48.91027777777778,2.0844444444444448,"9,6",Tunnel A14 de St-Germain,PK 6630,78100,78551
1544310,0782700446,1,10,Tunnel,48.905833333333334,2.0616666666666665,"6,1",,Tunnel A14 sous station R,78100,78551
1545010,0780990111,1,17,Bâtiment,48.93416666666666,2.041111111111111,21,,Rue du Bac ,78300,78498
1545487,0780990110,1,48,pylône arbre,48.999722222222225,2.117777777777778,32,,Allee du Point du Jour,78700,78172
1546040,0782290516,1,38,Immeuble,48.99194444444444,1.7416666666666667,"16,5",,15 Rue de la Chasse,78520,78335
1547276,0782750782,1,38,Immeuble,48.99916666666667,2.1102777777777777,"21,5",,40 R DE LA CHASSE,78700,78172
1548628,0780031352,3,38,Immeuble,48.796388888888885,2.14,15,,31 rue Edme Fremy,78000,78646
1550064,0780230023,2,4,Château d'eau - réservoir,48.59583333333334,1.9044444444444444,50,Bois des Buttes Rondes,PNR-PR6 PR7,78120,78164
1560997,0782290517,1,48,pylône arbre,48.80416666666667,1.7925,25,Les Buttes Notre-Dame,Rte de la Butte aux Dames,78490,78262
1565878,0780220087,2,23,Pylône autostable,48.84,1.7147222222222223,28,Les Maillères,Chemin rural n° 11,78910,78465
1567734,0782700449,1,9,Intérieur sous-terrain,48.89888888888889,2.0947222222222224,0,GARE RER,rue de la Surintendance,78100,78551
1573277,0782700451,1,12,Mât métallique,48.797777777777775,1.9711111111111113,12,,1 BOULEVARD JEAN MOULIN,78990,78208
1575372,0780990112,1,26,Pylône tubulaire,48.818333333333335,1.9552777777777777,34,,Av Francois Mitterrand,78370,78490
157595,0780030421,1,999999999,Support non décrit,48.75666666666667,2.064722222222222,12,,1 R PABLO PICASSO,78114,78356
1579612,0782290519,3,17,Bâtiment,48.780277777777776,2.2075,"28,6",,11 PLACE DE L'EUROPE,78140,78640
1582837,0780031404,1,38,Immeuble,48.7625,1.9458333333333333,49,,1 ALLEE D AUXOIS,78276,78383
1585359,0780460375,1,26,Pylône tubulaire,48.80555555555555,2.163333333333333,12,,Avenue de la Pépinière,78220,78686
1589727,0780990116,2,26,Pylône tubulaire,48.95027777777778,1.8669444444444445,37,,LA MARE AUX CHATS,78410,78029
1594400,0780990120,2,26,Pylône tubulaire,48.82972222222222,1.9777777777777779,36,,6 r des Entrepreneurs,78340,78165
1596766,0780467313,1,12,Mât métallique,48.86666666666667,2.1125000000000003,10,CHE des Rougemonts,Tunnel de LOUVECIENNES,78430,78350
1600423,0782290521,3,23,Pylône autostable,48.94499999999999,1.7280555555555557,25,Le Murguet des Marguerites,CR N°21,78930,78291
1600931,0780467308,3,32,"Ouvrage d'art (pont, viaduc)",49.01444444444444,1.6105555555555557,"8,5",LES PISSOTTES,1 Route Nationale,78270,78528
1600933,0780467309,2,10,Tunnel,49.01888888888889,1.6072222222222223,"6,6",,Chemin de la Ruelle,78270,78528
1600935,0780467310,2,10,Tunnel,49.02361111111111,1.6027777777777779,"6,6",LE BOIS DE GALICET,,78270,78528
1601403,0782290522,2,20,Monument religieux,48.94888888888889,2.1455555555555557,50,,13 Rue de la Muette,78600,78358
1601535,0780467311,2,10,Tunnel,49.02722222222222,1.5997222222222223,"6,6",LE GALICET,,78840,78255
1601537,0780467312,3,10,Tunnel,49.031666666666666,1.5983333333333334,"6,6",LE GALICET,,78840,78255
1602053,0780467307,1,32,"Ouvrage d'art (pont, viaduc)",49.006388888888885,1.9075,"12,1",,6 Ruelles des 124 degrés,78250,78401
1605554,0782290523,1,26,Pylône tubulaire,49.00222222222222,1.7411111111111113,25,,40 Boulevard Aristide Briand,78520,78335
1607990,0780031417,1,39,Local technique,49.00555555555555,1.7933333333333332,6,,Carrière Les Croix Blanches,78440,78296
1607992,0780031418,1,17,Bâtiment,48.78527777777778,1.9944444444444445,6,,BASE DE LOISIRS DE ST QUENTIN,78190,78621
1609860,0780031425,1,23,Pylône autostable,48.856944444444444,1.8422222222222224,45,La Couperie,Rte de Marcq,78650,78062
1616424,0780461326,1,32,"Ouvrage d'art (pont, viaduc)",48.98416666666667,1.6275,"8,4",,Les beurons chatons,78200,78484
1621686,0780467305,1,32,"Ouvrage d'art (pont, viaduc)",48.83888888888889,2.144722222222222,"10,5",,chemin du Butard (en emprise ferroviaire),78170,78126
1621688,0780467306,1,32,"Ouvrage d'art (pont, viaduc)",48.84111111111111,2.1405555555555553,8,,2 allée de la Forêt ,78170,78126
1622346,0780990124,1,26,Pylône tubulaire,48.92055555555555,2.0241666666666664,"31,1",,Stade Beauregard 76 Avenue Blanche de Castille,78300,78498
1623307,0780990140,1,38,Immeuble,48.76416666666667,2.0641666666666665,"20,6",,2 RUE HENRI DUNANT,78280,78297
1624219,0780990141,2,17,Bâtiment,48.907777777777774,2.158333333333333,"33,8",,136 Avenue Paul Doumer,78360,78418
1626161,0780467314,1,12,Mât métallique,48.86083333333333,2.1286111111111112,2,,CHEMIN DE L'ARIEL,78430,78350
