SUP_ID,STA_NM_ANFR,NB_STATIONS_ANFR,NAT_ID,NAT_LB_NOM,latitude,longitude,SUP_NM_HAUT,ADR_LB_LIEU,ADR_LB_ADD1,ADR_NM_CP,COM_CD_INSEE
2615493,0782700526,2,23,Pylône autostable,48.97861111111112,1.7047222222222222,36,STADE AIME BERGEAL,37 R LOUISE MICHEL,78711,78362
2617660,0780990364,1,26,Pylône tubulaire,48.799166666666665,1.9791666666666667,"31,2",,Avenue Gay Lussac,78990,78208
2618271,0782700527,1,26,Pylône tubulaire,48.80222222222222,1.980555555555556,26,,55 R PIERRE CURIE,78370,78490
2622094,0782700528,1,48,pylône arbre,49.01722222222222,1.7069444444444444,30,LES PLANTES BUCHETTES,CHEMIN DE LA BUCHETTE,78520,78239
2622138,0780600042,1,23,Pylône autostable,49.02638888888889,1.4830555555555556,20,Les Longs Champs,Route de Blaru,78270,78147
2629308,0780990369,1,23,Pylône autostable,48.49777777777778,1.895,"33,3",,RUE DU CHATEAU,78660,78071
2670965,0782290615,1,26,Pylône tubulaire,48.94499999999999,1.7916666666666663,"31,2",LA CONCHE,Chemin de la CONCHE,78970,78402
2672090,0782700536,1,17,Bâtiment,48.87972222222222,2.0966666666666667,"27,7",,1 AVENUE DES VIGNES BENETTES,78230,78481
2676162,0782751078,1,38,Immeuble,48.89333333333333,2.0641666666666665,31,,10 R LUDWIC VAN BEETHOVEN,78100,78551
268074,0782290274,1,38,Immeuble,48.98861111111111,1.7016666666666669,32,,31 r jean jouen,78711,78362
2683820,0780990343,2,23,Pylône autostable,48.90972222222222,2.005,32,,CHEM DE LA BIDONNIERE AU POULT,78300,78498
2684605,0782700529,1,17,Bâtiment,48.99055555555556,1.7416666666666667,"18,5",,9 RUE DU 11 NOVEMBRE,78520,78335
2685101,0782751084,1,23,Pylône autostable,48.905,2.056388888888889,20,,6 ALLEE DE POMONE,78100,78551
2690290,0780990379,1,17,Bâtiment,48.72944444444445,1.9291666666666665,"16,8",FERME DES NEFLIERS,CHEMIN DES NEFLIERS,78320,78334
2690397,0782700537,1,38,Immeuble,48.9025,2.136388888888889,16,,11 ROUTE DE MONTESSON,78110,78650
2692453,0780990380,1,23,Pylône autostable,48.88222222222223,1.6627777777777777,30,LA HAYE MARIN,D 983,78790,78591
2720444,0780990389,1,17,Bâtiment,48.82972222222222,1.9936111111111112,"24,2",,6 RUE DE LA POINTE A L'ANGE,78450,78674
2725130,0780990402,1,42,Mât,48.77777777777778,2.2225,"7,9",,ech n118 sud vers a86 pr7.6,78140,78640
2725200,0780990198,3,23,Pylône autostable,48.67083333333333,1.6847222222222222,30,la Butte Ronde,chemin rural N°52,78125,78077
2734929,0780990406,1,17,Bâtiment,48.94277777777778,2.026388888888889,"21,7",,76 rue des fleurs,78955,78123
2737138,0782700542,1,17,Bâtiment,48.94611111111111,2.1516666666666664,"20,7",,18 RUE DE PARIS,78600,78358
2737268,0782751095,1,38,Immeuble,48.70305555555556,2.078055555555556,"12,1",,39 R PIERRE  CURIE,78470,78575
2737355,0780990209,3,23,Pylône autostable,49.05805555555556,1.53,41,,Rue des riviers de bas,78270,78337
2747002,0782751102,1,26,Pylône tubulaire,48.8425,2.1130555555555555,"25,5",,BUTTE DE ROCQUENCOURT - SORTIE ST GERMAIN EN LAYE,78170,78126
2759351,0780990412,1,23,Pylône autostable,49.0225,1.8191666666666664,"40,2",,SOUS LA CHARTRE,78440,78113
2773166,0780990033,2,38,Immeuble,48.91583333333333,2.176388888888889,27,,1 H rue de Buzenval,78420,78124
2842459,0780990425,1,17,Bâtiment,48.78,2.035277777777777,"31,9",,ALLEE DES EPINES,78180,78423
2863171,0780460002,1,23,Pylône autostable,48.95277777777778,1.5669444444444445,20,,La Folie Panier,78980,78107
2865412,0780031483,1,17,Bâtiment,48.8,2.1344444444444446,4,,28 AVENUE DE PARIS,78000,78646
2866133,0780990432,1,17,Bâtiment,48.75888888888889,2.051111111111111,"16,3",,1 place Charles de Gaulle,78960,78688
2881644,0782751112,1,38,Immeuble,48.95388888888889,2.068055555555556,"14,6",,12 R PIERRE SEMARD,78260,78005
2892855,0780990438,1,26,Pylône tubulaire,48.95333333333333,2.180277777777777,"31,1",LES BOIS ROCHEFORT,20 Rue des Renards,78500,78586
2899877,0782700564,3,17,Bâtiment,48.78916666666667,2.0413888888888887,34,,4 Mail des Bétulas,78180,78423
2907581,0780990441,1,38,Immeuble,48.76916666666666,1.9647222222222225,16,,12 Rue Louise Michel,78990,78208
2909865,0780990446,1,38,Immeuble,48.98305555555556,1.6933333333333334,"18,1",,9 Rue Victor Schoelcher,78200,78362
2911600,0780990375,2,23,Pylône autostable,48.626666666666665,2.0283333333333333,40,LA JUSTICE,rue de Villevert,78830,78087
2929025,0780990456,1,38,Immeuble,48.87611111111112,2.140833333333333,"16,7",,42 rue des ponts,78290,78190
2932996,0780990460,1,38,Immeuble,48.986666666666665,1.9261111111111109,"20,5",,113 Av de la République,78130,78440
2935267,0780990463,2,26,Pylône tubulaire,48.98722222222222,1.8197222222222225,30,,1 Rue du Moulin à Vent,78440,78267
2948192,0780990467,2,26,Pylône tubulaire,48.75555555555555,2.080277777777778,25,,Avenue du golf,78280,78297
2950242,0782700702,2,17,Bâtiment,48.98,1.9591666666666667,28,,6-12 rue Jean Zay,78480,78642
2953066,0782700704,2,48,pylône arbre,48.748333333333335,1.8808333333333331,36,LA PLAINE DE BEAUVAIS,CHEMIN DE BEAUVAIS,78690,78576
2955276,0780990469,2,23,Pylône autostable,48.98083333333334,1.7544444444444445,21,,104 Bd Pasteur,78520,78335
2962120,0782290642,1,38,Immeuble,48.80111111111111,2.022777777777778,14,,3B-3A  Rue Robespierre,78390,78073
2966515,0782751132,1,38,Immeuble,48.801944444444445,2.1475,"17,2",,23 R CHAMP LAGARDE,78000,78646
2969488,0782751134,4,26,Pylône tubulaire,49.03666666666666,1.708611111111111,25,LA CROIX MAURICE,CHEMIN DE LA FERME D'HERVILLE,78520,78567
2973405,0782700712,1,26,Pylône tubulaire,48.72972222222222,2.081388888888889,30,,3 Rue de la Planète Bleue,78114,78356
2989536,0780990289,2,17,Bâtiment,48.88138888888889,2.1077777777777778,14,,15-17-19 AVENUE DE SAINT GERMAIN,78560,78502
2993319,0782700246,1,17,Bâtiment,48.88666666666666,2.0772222222222223,14,,31 rue des Closeaux,78750,78367
3003499,0780990484,2,26,Pylône tubulaire,48.84333333333333,2.015277777777778,26,LES GRAND MAISONS,3bis Chemin de Grand'Maisons,78450,78674
3010875,0782700721,1,38,Immeuble,48.9875,1.9230555555555555,21,,13 Avenue Léon Blum,78130,78440
3016207,0782700722,2,23,Pylône autostable,48.94805555555556,2.026111111111111,24,LES MORIZETS,AVENUE DE L'EUROPE,78955,78123
3016854,0782751142,1,48,pylône arbre,49.015,1.7166666666666668,"19,3",,Rue DIDEROT,78520,78239
3017607,0780990488,1,38,Immeuble,48.89416666666666,2.089166666666667,"16,4",,42 rue Mareil,78100,78551
3018715,0782700725,1,38,Immeuble,48.77583333333333,2.0477777777777777,"18,2",,18  Mail des Garennes,78280,78297
3032571,0782700726,4,26,Pylône tubulaire,48.73277777777778,2.0141666666666667,36,BOIS AU DESSUS SAINT LAMBE,Chemin de la Messe,78470,78561
3034953,0780466059,1,42,Mât,48.77833333333333,2.0175,10,,2 Allée du Stade,78190,78621
3036075,0782290655,4,23,Pylône autostable,48.67444444444444,1.898611111111111,24,,Rue de la Vieille église,78610,78030
3043211,0782700731,1,38,Immeuble,48.9925,1.731666666666667,"18,9",,38 BIS Rue Adrien Roelandt,78520,78335
3055461,0780990493,1,38,Immeuble,48.82611111111112,1.961666666666667,"14,8",QUARTIER DE L AVRE,239/241 rue pierre mendes france,78370,78490
3057967,0782290664,2,38,Immeuble,48.795,2.156388888888889,27,,"93 bis, rue Yves le Coz",78000,78646
3073940,0782700740,1,26,Pylône tubulaire,48.97944444444445,1.7297222222222224,30,,9  Rue de la Vaucouleurs,78711,78362
3099175,0780990501,1,38,Immeuble,48.93666666666666,2.1566666666666667,16,LES DIX ARPENTS,5 à 11 rue de la Liberté,78500,78586
3104661,0782751154,1,23,Pylône autostable,48.98888888888889,1.7533333333333334,"15,5",,18 RUE JEAN-PIERRE TIMBAUD,78520,78335
3115363,0780990505,1,38,Immeuble,48.93833333333333,2.0591666666666666,"33,7",,117 rue Saint Sebastien,78300,78498
3118134,0782751157,1,26,Pylône tubulaire,48.80166666666666,2.007222222222222,24,,4 RUE GEORGES MELIES,78390,78073
3122294,0780990507,1,17,Bâtiment,48.85388888888889,2.136388888888889,"14,5",,108 AV JEAN MOULIN,78170,78126
3129965,0782751160,1,26,Pylône tubulaire,48.80444444444444,1.853055555555556,30,FERME DE ST AUBIN,N12 / GR 1,78640,78443
3171566,0780990511,1,23,Pylône autostable,49.047777777777775,1.481388888888889,"30,7",,RUE DU PONT,78270,78068
3217042,0782751170,1,38,Immeuble,48.82611111111112,2.131666666666667,18,,15 R DU DOCTEUR AUDIGIER,78150,78158
3229054,0782290678,1,38,Immeuble,48.8875,2.0983333333333336,"34,8",,Allée de Normandie,78230,78481
3244660,0780990520,1,17,Bâtiment,48.82055555555556,1.9883333333333333,"19,9",,2 RUE HENRI PROU,78340,78165
3261371,0780990521,1,17,Bâtiment,48.82333333333334,1.9922222222222223,"14,4",,32 AV DU COMMERCE,78340,78165
3289909,0780990523,1,38,Immeuble,48.8675,2.133888888888889,"17,2",LES LIONS,29/34 quai Boissy d Anglas,78380,78092
3290346,0780034119,1,19,Monument historique,48.80138888888889,2.13,45,,"4, av de paris",78000,78646
3297517,0780034017,1,17,Bâtiment,48.82666666666667,1.9608333333333328,24,CC MON GRAND PLAISIR,"1170, Avenue de Saint-Germain",78370,78490
3297521,0780034060,1,38,Immeuble,48.95333333333333,2.0166666666666666,15,,1 Chemin de la Californie,78510,78624
3302170,0780034238,1,39,Local technique,48.98833333333334,1.7633333333333334,3,,"5, r de rouen",78440,78501
3302172,0780034239,1,17,Bâtiment,48.98777777777778,1.763611111111111,12,,"4, r de rouen",78440,78501
3302407,0780034278,2,17,Bâtiment,48.78888888888888,2.0441666666666665,23,,"21, Place de Wicklow",78180,78423
3308232,0780034281,1,17,Bâtiment,48.75416666666667,2.0758333333333336,12,Ecole Gen. et Technol. Privée Institut FFGolf Haut Niveau,"2, Avenue du Golf",78280,78356
3308234,0780034284,1,17,Bâtiment,48.805,2.1216666666666666,"23,5",,Chateau de Versailles - Aile Gabriel,78000,78646
3313206,0780034287,1,39,Local technique,48.77861111111111,2.1963888888888885,3,,"23, Rue General Valerie Andre",78140,78640
3313220,0780034308,1,39,Local technique,48.72972222222222,1.698888888888889,3,,"14, ROUTE DE SAINT LEGER",78113,78171
3313226,0780034311,1,42,Mât,48.73027777777778,1.701111111111111,4,,"14, ROUTE DE SAINT LEGER",78113,78171
3313230,0780034316,1,17,Bâtiment,48.97916666666667,2.0741666666666667,3,,Chemin des Basses Plaines,78260,78005
3313240,0780034325,1,17,Bâtiment,48.9825,1.8591666666666669,10,,Bd Pierre Lefaucheux,78410,78238
3314613,0780990291,2,17,Bâtiment,48.88944444444444,2.1552777777777776,"16,9",,37 avenue du Maréchal Foch,78400,78146
3352185,0782700057,1,17,Bâtiment,48.92444444444444,2.0483333333333333,"44,7",,48-52 Avenue Fernand Lefèbvre,78300,78498
3356623,0780990405,2,23,Pylône autostable,48.99361111111112,1.9258333333333333,"26,5",,62 rue Pierre Curie,78130,78440
437363,0782700274,3,48,pylône arbre,48.94111111111111,1.871388888888889,37,,CARREFOUR DE LA HAUTE BORNE,78580,78049
437760,0782290184,4,4,Château d'eau - réservoir,48.50666666666667,1.9183333333333328,33,Bois des Bouleaux,La Vieille Tour Ruine,78660,78564
438503,0782750414,2,48,pylône arbre,48.96861111111112,1.9663888888888887,30,LES PERRONS,,78540,78643
438819,0782290413,4,23,Pylône autostable,48.845,1.8727777777777777,29,vallée de l'âne,chem de fleubert,78650,78062
439909,0780220040,4,23,Pylône autostable,48.99361111111112,1.625,31,,Chem rural des Hautes Perruches,78710,78531
440799,0782290415,1,17,Bâtiment,48.83777777777778,2.100555555555556,13,,Domaine de Voluceau,78150,78158
443355,0782700048,3,4,Château d'eau - réservoir,48.85444444444445,1.8191666666666664,47,,r des châtaigniers,78770,78364
450314,0780220005,6,4,Château d'eau - réservoir,48.79944444444444,1.7033333333333334,60,Les Quatre Piliers,RN 12,78950,78263
458088,0780030731,1,17,Bâtiment,48.62777777777778,1.8286111111111112,10,,10 r d orphin,78120,78517
460852,0780300050,4,4,Château d'eau - réservoir,48.55583333333333,1.9191666666666665,65,la Terre du Mesnil,Chateau Domaniale du Breau,78730,78499
461724,0782290272,4,17,Bâtiment,48.98972222222222,1.7177777777777778,23,,3 r cadotte,78200,78361
465314,0782700056,4,38,Immeuble,48.97611111111112,1.985,"44,1",,74 A ALL DES RÉSÉDAS,78540,78643
466815,0782290201,1,32,"Ouvrage d'art (pont, viaduc)",48.83611111111112,2.088611111111111,9,,PMV Sirius - A12 PK 1.4 - sens Province-Paris,78870,78043
467036,0782290406,4,4,Château d'eau - réservoir,49.03444444444444,1.5675,"54,8",Bois Cahue,ZI - RN 13,78270,78089
468658,0782700278,4,23,Pylône autostable,48.83777777777778,1.900555555555556,"27,5",,r de la vallée d'yart,78640,78550
482255,0782290241,1,23,Pylône autostable,48.85444444444445,1.9155555555555557,"20,1",Les Fontenelles,chem rural n° 39,78850,78615
483525,0782050002,2,26,Pylône tubulaire,48.84222222222223,2.093611111111111,30,A13/Triangle de Rocquencourt,cei relais de l'a,78870,78043
508208,0782290249,5,23,Pylône autostable,49.025277777777774,1.593611111111111,30,Les Coutumes,Domaine du Galicet,78840,78255
511029,0782290151,2,23,Pylône autostable,49.01,1.8877777777777776,32,Clos Malines,r de la chesnaye,78250,78299
511289,0782290302,2,26,Pylône tubulaire,48.76888888888889,1.9394444444444443,32,,r de picardie,78310,78383
513357,0782700066,2,20,Monument religieux,48.64666666666667,1.823888888888889,56,,pl jeanne d'arc,78120,78517
518734,0780620501,14,23,Pylône autostable,48.96305555555556,1.7472222222222222,37,La Plagne,r de bellevue,78930,78291
521801,0782290254,9,4,Château d'eau - réservoir,48.8,1.9094444444444445,39,Les Bordes,CHEM DE LA VALLEE CRESPIN,78760,78321
524118,0782290391,4,23,Pylône autostable,48.85944444444445,1.857777777777778,"38,7",Les Cailloux,R DE LA COUPERIE-PRES DE LA D119,78650,78062
524594,0782290207,3,4,Château d'eau - réservoir,48.98277777777778,1.906388888888889,65,Bois des Remises,R Pierre Bérégovoy,78130,78440
525761,0782750664,2,4,Château d'eau - réservoir,48.95333333333333,1.605,"42,5",,6 VOIE COMMUNALE,78200,78385
526911,0782700117,1,38,Immeuble,48.7975,2.0675000000000003,19,,17-21 R André Cordier,78210,78545
530634,0782700145,1,26,Pylône tubulaire,48.80166666666666,1.9494444444444443,25,,n.12 - ech sortie z.a. de ste-apolline,78370,78490
531373,0782290429,1,26,Pylône tubulaire,48.64861111111111,1.823055555555556,35,,1 r pasteur,78120,78517
532167,0782290175,4,23,Pylône autostable,48.74361111111112,2.045,"36,7",,7 R JEANNE ET PAUL WEISS - BROUESSY,78114,78356
532385,0782750688,1,17,Bâtiment,48.761944444444445,1.9166666666666663,13,,327 AV GUTENBERG - AUCHAN,78310,78383
532540,0782700081,3,38,Immeuble,48.99805555555556,2.0975,25,,17 R AUGUSTE ROMAGNE,78700,78172
533413,0782750564,1,38,Immeuble,48.79805555555556,2.066111111111111,18,,"53, 57 AV PIERRE CURIE ",78210,78545
537895,0782700197,3,38,Immeuble,48.79944444444444,2.151111111111111,"33,8",,2 R ST CHARLES,78000,78646
537920,0780030768,1,17,Bâtiment,48.97805555555556,1.713611111111111,18,,ROUTE DE HOUDAN,78711,78362
541547,0782750244,2,23,Pylône autostable,48.95583333333334,2.094444444444445,"47,9",ACHÈRES GARE GRAND CORMIER,GARE D'ACHERES FORET DE ST GERMAIN-N184,78100,78551
544017,0780220059,5,23,Pylône autostable,49.02638888888889,1.5583333333333331,35,,Route de Villeneuve en Cheverie,78270,78089
545399,0782290025,1,38,Immeuble,48.87416666666667,2.096388888888889,29,,21-23 r du clos courche,78160,78372
545405,0782700087,1,38,Immeuble,48.87638888888889,2.089166666666667,24,,39 che des maigrets,78160,78372
546396,0782700035,2,38,Immeuble,48.76833333333333,1.9491666666666667,"32,3",,1 pl mendès france,78990,78208
553278,0782290432,3,49,"Ouvrage de signalisation (portique routier, panneau routier)",48.83694444444445,2.127222222222222,8,,A13 sens Paris-Province,78170,78126
555190,0782700112,9,23,Pylône autostable,48.76027777777778,2.1713888888888886,38,,1 R DE LA LIBÉRATION,78350,78322
560672,0782700155,1,38,Immeuble,49.00333333333333,2.111111111111111,22,,17 r de la résidence des clos,78700,78172
572161,0782750187,1,38,Immeuble,48.7725,2.0144444444444445,"38,5",,10 Rte de Trappes,78180,78423
575646,0780710001,1,11,Mât béton,48.55,1.7916666666666663,40,la croix rouge,,78660,78506
575755,0780710001,1,11,Mât béton,48.54972222222222,1.7955555555555551,20,la croix rouge,,78660,78506
584131,0780030632,3,24,Pylône haubané,49.03888888888888,1.757777777777778,40,Butte Marisis,Bois de Marainville,78440,78246
593714,0782700042,7,20,Monument religieux,48.73444444444444,2.0908333333333333,25,,pl de l'église,78117,78143
601815,0782700174,1,38,Immeuble,48.99361111111112,1.9130555555555555,35,,"24,av paul raoult",78130,78440
615301,0780220051,5,26,Pylône tubulaire,48.530277777777776,1.913611111111111,29,La Mare Claire,A10/E05,78660,78564
619485,0782700235,1,26,Pylône tubulaire,48.7675,2.0033333333333334,52,,1 b  av albert einstein,78190,78621
622013,0780030974,4,23,Pylône autostable,48.5525,1.931944444444444,70,,Gare de Péage - A10,78730,78537
627860,0782750010,1,38,Immeuble,48.90638888888888,2.154444444444444,"20,7",,10 CHEM DES CHAMPS ROGER,78360,78418
632199,0782290024,5,23,Pylône autostable,48.94194444444444,1.918611111111111,"35,8",Les chataigniers,La Croix de Romainville,78920,78206
637838,0782290328,3,38,Immeuble,48.8,2.165,"14,8",,r raphael corby,78220,78686
652062,0780030618,8,33,Tour hertzienne,49.0125,1.8172222222222223,56,les Brières,che rural du Vignoble,78440,78113
664357,0782290368,4,17,Bâtiment,48.93583333333333,2.1594444444444445,29,,8 Rue de l'Ilôt,78500,78586
670491,0780220041,2,42,Mât,48.822500000000005,1.637222222222222,15,La Grenouillère,pl du chateau,78550,78520
723529,0782290019,1,38,Immeuble,48.925,2.160833333333333,33,,11 r du bas de la plaine,78500,78586
723531,0782290166,1,38,Immeuble,48.94138888888889,2.1977777777777776,22,,1 r villa doumier,78500,78586
759435,0782700032,4,4,Château d'eau - réservoir,48.71388888888889,1.8858333333333333,72,,54 R DE L'ARTOIRE,78690,78220
791784,0782290447,2,26,Pylône tubulaire,48.69083333333333,1.8552777777777776,30,,SENTE DES PLATANES,78610,78486
798819,0782290448,1,38,Immeuble,48.94972222222222,2.174722222222222,"21,9",,68 r de la frette,78500,78586
799802,0782290396,3,23,Pylône autostable,48.70194444444445,1.895,37,LA HAIE AUX MARCILLES,r des vaux de cernay,78610,78030
815673,0782290047,1,4,Château d'eau - réservoir,49.0175,1.5680555555555555,"36,1",Hameau de Morvent,,78270,78089
815751,0782290088,4,4,Château d'eau - réservoir,48.62222222222222,1.9077777777777776,39,Les Frémillons,chem des frémillons,78120,78164
815803,0782290027,3,23,Pylône autostable,48.76111111111111,2.136388888888889,27,,19 r de la division leclerc,78350,78343
816476,0782290232,1,38,Immeuble,48.87416666666667,2.138611111111111,20,,6 b  rte du Roi,78290,78190
816496,0782290204,1,38,Immeuble,48.89416666666666,2.092777777777778,19,,11 r raymond greban,78100,78551
816595,0782290278,1,23,Pylône autostable,48.51916666666666,1.8341666666666667,33,La Croix des Vignes,r de la Paix,78660,78003
816605,0782290279,1,38,Immeuble,48.99722222222222,1.7094444444444443,21,,18 r Maurice Braunstein,78200,78361
816654,0782750108,3,38,Immeuble,48.84861111111111,2.1516666666666664,"23,1",,6 Av Guynemer,78170,78126
816664,0782290353,4,23,Pylône autostable,48.86861111111112,2.1133333333333333,"29,2",,7 allée des Angelards,78430,78350
816674,0782290152,1,17,Bâtiment,48.94694444444444,2.1444444444444444,19,,r du fossé,78600,78358
816712,0782290189,2,4,Château d'eau - réservoir,48.96111111111112,2.144722222222222,35,,av jacques laffitte,78600,78358
821404,0780220076,3,23,Pylône autostable,48.98222222222223,1.6208333333333331,26,Le Plant Mercier,chem des beurons,78200,78484
834935,0782750282,1,26,Pylône tubulaire,48.83694444444445,2.129166666666667,27,,14 AV DU PUIT D'ANGLE,78170,78126
835006,0782700192,2,26,Pylône tubulaire,48.76861111111111,2.0638888888888887,"22,3",,1 R JEAN MOULIN,78280,78297
835008,0782750655,1,38,Immeuble,48.901944444444446,2.0419444444444443,19,,20 ALL DE LA SENTE NOIRE,78240,78133
835031,0782750156,1,38,Immeuble,48.89527777777778,2.154166666666667,17,,"57, 59 R DU GÉNÉRAL LECLERC",78400,78146
836177,0782700201,1,38,Immeuble,48.89305555555556,2.1347222222222224,"22,2",,"17, r du maréchal Foch",78110,78650
867890,0782700256,2,38,Immeuble,48.98111111111111,1.71,"23,6",,"6-8,  r de Normandie",78711,78362
867947,0782700153,1,38,Immeuble,48.973055555555554,2.027222222222222,21,,"10- 16, r de l'echo",78570,78138
