SUP_ID,STA_NM_ANFR,NB_STATIONS_ANFR,NAT_ID,NAT_LB_NOM,latitude,longitude,SUP_NM_HAUT,ADR_LB_LIEU,ADR_LB_ADD1,ADR_NM_CP,COM_CD_INSEE,split,classe_niveau2,image,status,x1,y1,x2,y2,commentaire
2725130,780990402,1,42,Mât,48.77777777777778,2.2225,"7,9",,ech n118 sud vers a86 pr7.6,78140,78640,train,mat,support_2725130.jpg,non_visible,,,,,
511029,782290151,2,23,Pylône autostable,49.01,1.8877777777777776,32,Clos Malines,r de la chesnaye,78250,78299,train,pylone,support_511029.jpg,ambigu,,,,,
3016207,782700722,2,23,Pylône autostable,48.94805555555556,2.026111111111111,24,LES MORIZETS,AVENUE DE L'EUROPE,78955,78123,train,pylone,support_3016207.jpg,non_visible,,,,,
2863171,780460002,1,23,Pylône autostable,48.95277777777778,1.5669444444444445,20,,La Folie Panier,78980,78107,train,pylone,support_2863171.jpg,ambigu,,,,,
2052525,782700460,2,38,Immeuble,49.00722222222223,1.965,16,,21 BOULEVRD ANGIBOUT,78740,78638,train,batiment,support_2052525.jpg,ambigu,,,,,
1306136,782290488,1,26,Pylône tubulaire,48.75861111111111,2.0458333333333334,17,,Avenue du Grand pré,78960,78688,train,pylone,support_1306136.jpg,visible,490.88874037767215,480.6080430932702,533.7122856635551,524.5585237814133,
170960,780030405,1,999999999,Support non décrit,49.06166666666666,1.5508333333333333,12,,11 R DE LA MAIRIE,78270,78337,train,autre_support,support_170960.jpg,visible,468.6116895799513,461.96185064935054,586.6376636059252,575.0008116883116,
518734,780620501,14,23,Pylône autostable,48.96305555555556,1.7472222222222222,37,La Plagne,r de bellevue,78930,78291,train,pylone,support_518734.jpg,non_visible,,,,,
670491,780220041,2,42,Mât,48.822500000000005,1.637222222222222,15,La Grenouillère,pl du chateau,78550,78520,train,mat,support_670491.jpg,non_visible,,,,,
2056904,782750905,1,26,Pylône tubulaire,48.9875,1.735,21,,82 R DES COUTURES,78520,78335,train,pylone,support_2056904.jpg,visible,493.78077604847465,495.7755038792376,509.3203948712104,513.6855730308653,
1594400,780990120,2,26,Pylône tubulaire,48.82972222222222,1.9777777777777776,36,,6 r des Entrepreneurs,78340,78165,train,pylone,support_1594400.jpg,ambigu,,,,,
2720444,780990389,1,17,Bâtiment,48.82972222222222,1.9936111111111112,"24,2",,6 RUE DE LA POINTE A L'ANGE,78450,78674,train,batiment,support_2720444.jpg,ambigu,,,,,
2737138,782700542,1,17,Bâtiment,48.94611111111111,2.1516666666666664,"20,7",,18 RUE DE PARIS,78600,78358,train,batiment,support_2737138.jpg,ambigu,,,,,
815673,782290047,1,4,Château d'eau - réservoir,49.0175,1.5680555555555555,"36,1",Hameau de Morvent,,78270,78089,train,chateau_eau,support_815673.jpg,visible,512.3419634539314,468.5058178023274,548.4816160091682,492.98751792039127,
555190,782700112,9,23,Pylône autostable,48.76027777777778,2.1713888888888886,38,,1 R DE LA LIBÉRATION,78350,78322,train,pylone,support_555190.jpg,visible,468.1659675291945,474.5492647674905,508.435293042391,510.4943674067868,
627860,782750010,1,38,Immeuble,48.90638888888888,2.154444444444444,"20,7",,10 CHEM DES CHAMPS ROGER,78360,78418,train,batiment,support_627860.jpg,ambigu,,,,,
1990531,780990235,1,38,Immeuble,48.717777777777776,2.101388888888889,18,,2 SQUARE DE LA CURE,78114,78356,train,batiment,support_1990531.jpg,visible,433.7025986708603,435.364448051948,570.0142869825487,550.0657467532467,
2899877,782700564,3,17,Bâtiment,48.78916666666667,2.0413888888888887,34,,4 Mail des Bétulas,78180,78423,train,batiment,support_2899877.jpg,visible,335.6246765929383,262.4813311688312,538.4298713981331,633.1826298701299,
2437970,782290581,1,48,pylône arbre,48.947222222222216,2.187222222222222,25,,103 R LÉON JOUHAUX,78500,78586,train,pylone,support_2437970.jpg,ambigu,,,,,
2973405,782700712,1,26,Pylône tubulaire,48.72972222222222,2.081388888888889,30,,3 Rue de la Planète Bleue,78114,78356,train,pylone,support_2973405.jpg,visible,523.6859004912678,527.057688521156,545.7467299843554,545.4849696271469,
3302172,780034239,1,17,Bâtiment,48.98777777777778,1.763611111111111,12,,"4, r de rouen",78440,78501,train,batiment,support_3302172.jpg,visible,94.58571555397724,314.0137987012986,581.6506506189123,688.0397727272727,
1385677,782700331,2,17,Bâtiment,48.8525,2.038055555555556,"20,5",La Tuilerie Bignon,r henri frayssineau,78860,78571,train,batiment,support_1385677.jpg,visible,307.3649363331981,342.27353896103887,541.7545467228084,528.4553571428571,
2225619,780990277,2,17,Bâtiment,48.90083333333333,2.143611111111111,31,LES SABINETTES,RUE DES LANDES,78400,78146,train,batiment,support_2225619.jpg,visible,365.5467545150162,330.63717532467524,573.338962307224,561.7021103896103,
3313226,780034311,1,42,Mât,48.73027777777778,1.701111111111111,4,,"14, ROUTE DE SAINT LEGER",78113,78171,train,mat,support_3313226.jpg,non_visible,,,,,
2556544,782751054,1,26,Pylône tubulaire,48.78666666666666,1.938055555555556,"31,6",,RTE D'ELANCOURT,78760,78321,train,pylone,support_2556544.jpg,visible,566.6896116578732,601.5982142857142,611.5727285409903,638.1696428571427,
513357,782700066,2,20,Monument religieux,48.64666666666667,1.823888888888889,56,,pl jeanne d'arc,78120,78517,train,autre_support,support_513357.jpg,visible,437.997474023668,410.3117694805193,617.5752780378357,666.9615923848877,
3115363,780990505,1,38,Immeuble,48.93833333333333,2.0591666666666666,"33,7",,117 rue Saint Sebastien,78300,78498,train,batiment,support_3115363.jpg,ambigu,,,,,
1701010,780466063,1,23,Pylône autostable,48.98305555555556,1.8086111111111112,22,,PLACE DE L'EUROPE,78440,78267,train,pylone,support_1701010.jpg,ambigu,,,,,
437363,782700274,3,48,pylône arbre,48.94111111111111,1.871388888888889,37,,CARREFOUR DE LA HAUTE BORNE,78580,78049,train,pylone,support_437363.jpg,ambigu,,,,,
2216003,782750968,1,38,Immeuble,48.719722222222224,2.103333333333333,"16,7",,1 SQUARE DE LA BARRERIE,78114,78356,train,batiment,support_2216003.jpg,visible,443.6766246448864,508.507305194805,560.0402610085227,628.1956168831168,
546396,782700035,2,38,Immeuble,48.76833333333333,1.9491666666666667,"32,3",,1 pl mendès france,78990,78208,train,batiment,support_546396.jpg,visible,387.15714412540586,422.06574675324674,736.2480532163149,844.299512987013,
951133,780031005,1,42,Mât,48.95388888888889,1.6377777777777778,10,,RD 938 RTE DE FAVRIEUX,78200,78245,train,mat,support_951133.jpg,visible,510.8076099706744,509.5633766233766,523.986193967323,523.8401759530791,
834935,782750282,1,26,Pylône tubulaire,48.83694444444445,2.129166666666667,27,,14 AV DU PUIT D'ANGLE,78170,78126,train,pylone,support_834935.jpg,visible,456.9364651879928,452.9963727019732,487.1068143193809,482.2384033985494,
3302170,780034238,1,39,Local technique,48.98833333333334,1.7633333333333334,3,,"5, r de rouen",78440,78501,train,batiment,support_3302170.jpg,visible,496.3261306700356,447.6867326351068,622.8940750353477,536.9778166736488,
2690397,782700537,1,38,Immeuble,48.9025,2.136388888888889,16,,11 ROUTE DE MONTESSON,78110,78650,train,batiment,support_2690397.jpg,visible,471.9363649046265,535.1047077922077,646.481819450081,618.2215909090909,
467036,782290406,4,4,Château d'eau - réservoir,49.03444444444444,1.5675,"54,8",Bois Cahue,ZI - RN 13,78270,78089,train,chateau_eau,support_467036.jpg,visible,408.7675337357954,420.403409090909,506.8454558137176,478.58522727272725,
867956,782700118,1,38,Immeuble,48.7975,2.123333333333333,"19,2",,7 r maréchal joffre,78000,78646,train,batiment,support_867956.jpg,visible,452.77241746243305,436.50505249620505,533.1604761569853,533.5251233344577,
816605,782290279,1,38,Immeuble,48.99722222222222,1.7094444444444443,21,,18 r Maurice Braunstein,78200,78361,train,batiment,support_816605.jpg,ambigu,,,,,
622013,780030974,4,23,Pylône autostable,48.5525,1.931944444444444,70,,Gare de Péage - A10,78730,78537,train,pylone,support_622013.jpg,visible,441.3489221073785,555.721870548806,514.8135220235913,616.2567008797653,
2284920,782290561,1,17,Bâtiment,48.8,2.1286111111111112,"14,7",,AVENUE DE SCEAUX ,78000,78646,train,batiment,support_2284920.jpg,visible,427.0532480215098,506.8449675324675,892.5077934760552,902.481331168831,
2685101,782751084,1,23,Pylône autostable,48.905,2.056388888888889,20,,6 ALLEE DE POMONE,78100,78551,train,pylone,support_2685101.jpg,ambigu,,,,,
895684,780030700,1,4,Château d'eau - réservoir,48.712500000000006,2.044722222222222,28,,r de la butte des vignes,78460,78160,train,chateau_eau,support_895684.jpg,visible,553.390910359172,455.3124999999999,599.9363649046265,496.8709415584415,
3352185,782700057,1,17,Bâtiment,48.92444444444444,2.0483333333333333,"44,7",,48-52 Avenue Fernand Lefèbvre,78300,78498,train,batiment,support_3352185.jpg,visible,392.1441571124189,309.02678571428567,621.5467545150162,581.6501623376623,
2670965,782290615,1,26,Pylône tubulaire,48.94499999999999,1.7916666666666663,"31,2",LA CONCHE,Chemin de la CONCHE,78970,78402,train,pylone,support_2670965.jpg,visible,465.4942156407101,539.3362086300796,496.1412872787495,575.6287934645999,
1616424,780461326,1,32,"Ouvrage d'art (pont, viaduc)",48.98416666666667,1.6275,"8,4",,Les beurons chatons,78200,78484,train,autre_support,support_1616424.jpg,visible,506.56103430528646,437.5813856304985,557.6859609915034,522.3026927105152,
1719554,780990159,1,38,Immeuble,48.64555555555555,1.8375,"19,5",,20 rue Auguste Moutié,78120,78517,train,batiment,support_1719554.jpg,visible,510.1701311383928,476.9228896103896,586.6376636059252,629.8579545454545,
1672761,780990149,1,26,Pylône tubulaire,48.623333333333335,1.823611111111111,36,,2 rue de Cutesson,78125,78269,train,pylone,support_1672761.jpg,non_visible,,,,,
816712,782290189,2,4,Château d'eau - réservoir,48.96111111111112,2.144722222222222,35,,av jacques laffitte,78600,78358,train,chateau_eau,support_816712.jpg,visible,400.4558454241071,468.6112012987012,473.5987025669642,535.1047077922077,
3290346,780034119,1,19,Monument historique,48.80138888888889,2.13,45,,"4, av de paris",78000,78646,train,autre_support,support_3290346.jpg,visible,410.42987139813306,420.403409090909,666.4298713981331,789.4423701298701,
1345754,780031196,1,42,Mât,48.9875,1.7680555555555555,11,,ANCIE CHEMIN DE ROUEN A PARIS,78440,78501,train,mat,support_1345754.jpg,ambigu,,,,,
1466271,780460340,1,23,Pylône autostable,48.94111111111111,2.058055555555556,20,,AVENUE DE PONTOISE,78300,78498,train,pylone,support_1466271.jpg,visible,527.5373761029796,472.55784876413895,566.6527175357405,502.9346564725596,
2577419,780990351,1,38,Immeuble,48.918055555555554,2.037777777777777,"14,9",,29 rue Saint Barthélémy,78300,78498,train,batiment,support_2577419.jpg,ambigu,,,,,
1942426,780180027,1,17,Bâtiment,48.79333333333333,2.118611111111111,13,,2 BIS AVENUE CLEMENT ADER,78000,78646,train,batiment,support_1942426.jpg,visible,420.40389737215895,314.0137987012986,716.3000012682628,565.0267857142857,
526911,782700117,1,38,Immeuble,48.7975,2.0675000000000003,19,,17-21 R André Cordier,78210,78545,train,batiment,support_526911.jpg,visible,217.59870256696436,440.3514610389611,591.6246765929383,651.4683441558441,
553278,782290432,3,49,"Ouvrage de signalisation (portique routier, panneau routier)",48.83694444444445,2.127222222222222,8,,A13 sens Paris-Province,78170,78126,train,autre_support,support_553278.jpg,non_visible,,,,,
2737268,782751095,1,38,Immeuble,48.70305555555556,2.078055555555556,"12,1",,39 R PIERRE  CURIE,78470,78575,train,batiment,support_2737268.jpg,visible,427.0532480215097,382.1696428571428,633.1831181513799,561.7021103896103,
1601403,782290522,2,20,Monument religieux,48.94888888888889,2.145555555555556,50,,13 Rue de la Muette,78600,78358,train,autre_support,support_1601403.jpg,visible,328.9753259435877,486.8969155844156,510.1701311383928,701.3384740259739,
1922302,780990216,1,26,Pylône tubulaire,48.75888888888889,2.045555555555556,"19,5",,AVENUE DU GRAND PRÉ,78960,78688,train,pylone,support_1922302.jpg,visible,483.9493811285739,532.972133431085,502.16431200415,556.5687484289904,
867947,782700153,1,38,Immeuble,48.973055555555554,2.027222222222222,21,,"10- 16, r de l'echo",78570,78138,train,batiment,support_867947.jpg,visible,405.44285841112014,390.4813311688311,551.7285726968344,769.4943181818182,
508208,782290249,5,23,Pylône autostable,49.025277777777774,1.593611111111111,30,Les Coutumes,Domaine du Galicet,78840,78255,train,pylone,support_508208.jpg,visible,561.4627922977979,512.9545108923332,593.4826331021548,546.9755917469627,
443355,782700048,3,4,Château d'eau - réservoir,48.85444444444445,1.8191666666666664,47,,r des châtaigniers,78770,78364,train,chateau_eau,support_443355.jpg,visible,418.74155970982144,350.58522727272725,560.0402610085227,480.2475649350648,
2683820,780990343,2,23,Pylône autostable,48.90972222222222,2.005,32,,CHEM DE LA BIDONNIERE AU POULT,78300,78498,train,pylone,support_2683820.jpg,visible,478.1686190230224,634.4282172373079,513.9542152449823,751.4567886658793,
815751,782290088,4,4,Château d'eau - réservoir,48.62222222222222,1.9077777777777776,39,Les Frémillons,chem des frémillons,78120,78164,train,chateau_eau,support_815751.jpg,visible,513.494806463068,475.2605519480519,558.3779233461851,513.4943181818181,
1662012,782290525,1,38,Immeuble,48.93138888888889,2.0391666666666666,20,,2 avenue Maurice Berteaux,78300,78498,train,batiment,support_1662012.jpg,ambigu,,,,,
532167,782290175,4,23,Pylône autostable,48.74361111111112,2.045,"36,7",,7 R JEANNE ET PAUL WEISS - BROUESSY,78114,78356,train,pylone,support_532167.jpg,ambigu,,,,,
